Country,Date,pct_ca_eurostat,Adjustment
Italy,2020-Q4,5.1,None
Italy,2021-Q1,2.3,None
Italy,2021-Q2,3.2,None
Italy,2021-Q3,3.3,None
Italy,2021-Q4,-0.2,None
Italy,2022-Q1,-2.1,None
Italy,2022-Q2,-1.7,None
Italy,2022-Q3,-2.7,None
Italy,2022-Q4,-0.6,None
Italy,2023-Q1,-1.7,None
Italy,2023-Q2,-0.3,None
Italy,2023-Q3,1.1,None
Italy,2023-Q4,0.7,None
Italy,2024-Q1,0.3,None
Italy,2024-Q2,1.6,None
Italy,2024-Q3,1.9,None
Cyprus,1991-Q1,.,None
Cyprus,1991-Q2,.,None
Cyprus,1991-Q3,.,None
Cyprus,1991-Q4,.,None
Cyprus,1992-Q1,.,None
Cyprus,1992-Q2,.,None
Cyprus,1992-Q3,.,None
Cyprus,1992-Q4,.,None
Cyprus,1993-Q1,.,None
Cyprus,1993-Q2,.,None
Cyprus,1993-Q3,.,None
Cyprus,1993-Q4,.,None
Cyprus,1994-Q1,.,None
Cyprus,1994-Q2,.,None
Cyprus,1994-Q3,.,None
Cyprus,1994-Q4,.,None
Cyprus,1995-Q1,.,None
Cyprus,1995-Q2,.,None
Cyprus,1995-Q3,.,None
Cyprus,1995-Q4,.,None
Cyprus,1996-Q1,.,None
Cyprus,1996-Q2,.,None
Cyprus,1996-Q3,.,None
Cyprus,1996-Q4,.,None
Cyprus,1997-Q1,.,None
Cyprus,1997-Q2,.,None
Cyprus,1997-Q3,.,None
Cyprus,1997-Q4,.,None
Cyprus,1998-Q1,.,None
Cyprus,1998-Q2,.,None
Cyprus,1998-Q3,.,None
Cyprus,1998-Q4,.,None
Cyprus,1999-Q1,.,None
Cyprus,1999-Q2,.,None
Cyprus,1999-Q3,.,None
Cyprus,1999-Q4,.,None
Cyprus,2000-Q1,.,None
Cyprus,2000-Q2,.,None
Cyprus,2000-Q3,.,None
Cyprus,2000-Q4,.,None
Cyprus,2001-Q1,.,None
Cyprus,2001-Q2,.,None
Cyprus,2001-Q3,.,None
Cyprus,2001-Q4,.,None
Cyprus,2002-Q1,.,None
Cyprus,2002-Q2,.,None
Cyprus,2002-Q3,.,None
Cyprus,2002-Q4,.,None
Cyprus,2003-Q1,.,None
Cyprus,2003-Q2,.,None
Cyprus,2003-Q3,.,None
Cyprus,2003-Q4,.,None
Cyprus,2004-Q1,-5.6,None
Cyprus,2004-Q2,-0.1,None
Cyprus,2004-Q3,7.7,None
Cyprus,2004-Q4,-16.3,None
Cyprus,2005-Q1,-7.6,None
Cyprus,2005-Q2,5.3,None
Cyprus,2005-Q3,6.7,None
Cyprus,2005-Q4,-21.9,None
Cyprus,2006-Q1,-7.4,None
Cyprus,2006-Q2,0.4,None
Cyprus,2006-Q3,9.2,None
Cyprus,2006-Q4,-28.7,None
Cyprus,2007-Q1,-11.5,None
Cyprus,2007-Q2,-2.1,None
Cyprus,2007-Q3,6.9,None
Cyprus,2007-Q4,-34.4,None
Cyprus,2008-Q1,-16.9,None
Cyprus,2008-Q2,-12.6,None
Cyprus,2008-Q3,-4.7,None
Cyprus,2008-Q4,-25.3,None
Cyprus,2009-Q1,-9.2,None
Cyprus,2009-Q2,-7.5,None
Cyprus,2009-Q3,1.5,None
Cyprus,2009-Q4,-11.7,None
Cyprus,2010-Q1,-16.1,None
Cyprus,2010-Q2,-8,None
Cyprus,2010-Q3,-4.4,None
Cyprus,2010-Q4,-14.3,None
Cyprus,2011-Q1,-14.3,None
Cyprus,2011-Q2,1.2,None
Cyprus,2011-Q3,6,None
Cyprus,2011-Q4,-2.5,None
Cyprus,2012-Q1,-12.1,None
Cyprus,2012-Q2,-2.6,None
Cyprus,2012-Q3,7.4,None
Cyprus,2012-Q4,-8.3,None
Cyprus,2013-Q1,-13.6,None
Cyprus,2013-Q2,-0.3,None
Cyprus,2013-Q3,7.3,None
Cyprus,2013-Q4,-0.5,None
Cyprus,2014-Q1,-13.7,None
Cyprus,2014-Q2,-2.4,None
Cyprus,2014-Q3,2.4,None
Cyprus,2014-Q4,-3.1,None
Cyprus,2015-Q1,-1.1,None
Cyprus,2015-Q2,1.5,None
Cyprus,2015-Q3,6.6,None
Cyprus,2015-Q4,-8.3,None
Cyprus,2016-Q1,1.5,None
Cyprus,2016-Q2,-7.7,None
Cyprus,2016-Q3,7.1,None
Cyprus,2016-Q4,-16.2,None
Cyprus,2017-Q1,-16.1,None
Cyprus,2017-Q2,3.1,None
Cyprus,2017-Q3,7.2,None
Cyprus,2017-Q4,-15.5,None
Cyprus,2018-Q1,0.4,None
Cyprus,2018-Q2,0.1,None
Cyprus,2018-Q3,0.4,None
Cyprus,2018-Q4,-16.2,None
Cyprus,2019-Q1,-8.9,None
Cyprus,2019-Q2,-4.4,None
Cyprus,2019-Q3,-2.1,None
Cyprus,2019-Q4,-7,None
Cyprus,2020-Q1,-17,None
Cyprus,2020-Q2,-2.3,None
Cyprus,2020-Q3,-7.8,None
Cyprus,2020-Q4,-11,None
Cyprus,2021-Q1,-13.7,None
Cyprus,2021-Q2,-6.8,None
Cyprus,2021-Q3,-1.2,None
Cyprus,2021-Q4,-1.1,None
Cyprus,2022-Q1,-7.2,None
Cyprus,2022-Q2,-14.7,None
Cyprus,2022-Q3,-3.5,None
Cyprus,2022-Q4,3.2,None
Cyprus,2023-Q1,-24.6,None
Cyprus,2023-Q2,-3.7,None
Cyprus,2023-Q3,-4.5,None
Cyprus,2023-Q4,-6.1,None
Cyprus,2024-Q1,-10.9,None
Cyprus,2024-Q2,-0.6,None
Cyprus,2024-Q3,-0.3,None
Latvia,1991-Q1,.,None
Latvia,1991-Q2,.,None
Latvia,1991-Q3,.,None
Latvia,1991-Q4,.,None
Latvia,1992-Q1,.,None
Latvia,1992-Q2,.,None
Latvia,1992-Q3,.,None
Latvia,1992-Q4,.,None
Latvia,1993-Q1,.,None
Latvia,1993-Q2,.,None
Latvia,1993-Q3,.,None
Latvia,1993-Q4,.,None
Latvia,1994-Q1,.,None
Latvia,1994-Q2,.,None
Latvia,1994-Q3,.,None
Latvia,1994-Q4,.,None
Latvia,1995-Q1,.,None
Latvia,1995-Q2,.,None
Latvia,1995-Q3,.,None
Latvia,1995-Q4,.,None
Latvia,1996-Q1,.,None
Latvia,1996-Q2,.,None
Latvia,1996-Q3,.,None
Latvia,1996-Q4,.,None
Latvia,1997-Q1,.,None
Latvia,1997-Q2,.,None
Latvia,1997-Q3,.,None
Latvia,1997-Q4,.,None
Latvia,1998-Q1,.,None
Latvia,1998-Q2,.,None
Latvia,1998-Q3,.,None
Latvia,1998-Q4,.,None
Latvia,1999-Q1,.,None
Latvia,1999-Q2,.,None
Latvia,1999-Q3,.,None
Latvia,1999-Q4,.,None
Latvia,2000-Q1,-1.7,None
Latvia,2000-Q2,-2.9,None
Latvia,2000-Q3,-3.5,None
Latvia,2000-Q4,-6.8,None
Latvia,2001-Q1,-1.8,None
Latvia,2001-Q2,-3.5,None
Latvia,2001-Q3,-6.2,None
Latvia,2001-Q4,-11.9,None
Latvia,2002-Q1,-2.2,None
Latvia,2002-Q2,-6.1,None
Latvia,2002-Q3,-6.2,None
Latvia,2002-Q4,-7.2,None
Latvia,2003-Q1,-4.4,None
Latvia,2003-Q2,-7.9,None
Latvia,2003-Q3,-8.1,None
Latvia,2003-Q4,-8.9,None
Latvia,2004-Q1,-8.7,None
Latvia,2004-Q2,-17.1,None
Latvia,2004-Q3,-12.3,None
Latvia,2004-Q4,-10,None
Latvia,2005-Q1,-10,None
Latvia,2005-Q2,-10.8,None
Latvia,2005-Q3,-12.5,None
Latvia,2005-Q4,-14.6,None
Latvia,2006-Q1,-15.3,None
Latvia,2006-Q2,-18.7,None
Latvia,2006-Q3,-24,None
Latvia,2006-Q4,-26.8,None
Latvia,2007-Q1,-23.3,None
Latvia,2007-Q2,-22.2,None
Latvia,2007-Q3,-23.6,None
Latvia,2007-Q4,-18.3,None
Latvia,2008-Q1,-16.2,None
Latvia,2008-Q2,-15,None
Latvia,2008-Q3,-12.5,None
Latvia,2008-Q4,-8,None
Latvia,2009-Q1,0.4,None
Latvia,2009-Q2,13,None
Latvia,2009-Q3,8.2,None
Latvia,2009-Q4,9.9,None
Latvia,2010-Q1,6.8,None
Latvia,2010-Q2,4.4,None
Latvia,2010-Q3,-1.9,None
Latvia,2010-Q4,-1.5,None
Latvia,2011-Q1,-1.1,None
Latvia,2011-Q2,-2.6,None
Latvia,2011-Q3,-7.5,None
Latvia,2011-Q4,-2.5,None
Latvia,2012-Q1,-5.6,None
Latvia,2012-Q2,-4.8,None
Latvia,2012-Q3,-3.9,None
Latvia,2012-Q4,-1.5,None
Latvia,2013-Q1,-3.5,None
Latvia,2013-Q2,-2,None
Latvia,2013-Q3,-4.8,None
Latvia,2013-Q4,-1.3,None
Latvia,2014-Q1,-3.2,None
Latvia,2014-Q2,-2.5,None
Latvia,2014-Q3,-2.7,None
Latvia,2014-Q4,2.2,None
Latvia,2015-Q1,-2.1,None
Latvia,2015-Q2,-1.4,None
Latvia,2015-Q3,-1.7,None
Latvia,2015-Q4,4.3,None
Latvia,2016-Q1,2.5,None
Latvia,2016-Q2,-0.5,None
Latvia,2016-Q3,1.8,None
Latvia,2016-Q4,3.3,None
Latvia,2017-Q1,1.1,None
Latvia,2017-Q2,-1.3,None
Latvia,2017-Q3,-2.6,None
Latvia,2017-Q4,8.3,None
Latvia,2018-Q1,0.1,None
Latvia,2018-Q2,2,None
Latvia,2018-Q3,-5.5,None
Latvia,2018-Q4,1.9,None
Latvia,2019-Q1,1,None
Latvia,2019-Q2,-1.5,None
Latvia,2019-Q3,-2.9,None
Latvia,2019-Q4,2.8,None
Latvia,2020-Q1,0.6,None
Latvia,2020-Q2,3.8,None
Latvia,2020-Q3,-0.4,None
Latvia,2020-Q4,7.8,None
Latvia,2021-Q1,-2.8,None
Latvia,2021-Q2,-9.2,None
Latvia,2021-Q3,-6.9,None
Latvia,2021-Q4,2.2,None
Latvia,2022-Q1,-6,None
Latvia,2022-Q2,-6.9,None
Latvia,2022-Q3,-6.9,None
Latvia,2022-Q4,-2.2,None
Latvia,2023-Q1,-5.5,None
Latvia,2023-Q2,-3.8,None
Latvia,2023-Q3,-5.8,None
Latvia,2023-Q4,-1.1,None
Latvia,2024-Q1,-0.8,None
Latvia,2024-Q2,-4,None
Latvia,2024-Q3,-4.6,None
Lithuania,1991-Q1,.,None
Lithuania,1991-Q2,.,None
Lithuania,1991-Q3,.,None
Lithuania,1991-Q4,.,None
Lithuania,1992-Q1,.,None
Lithuania,1992-Q2,.,None
Lithuania,1992-Q3,.,None
Lithuania,1992-Q4,.,None
Lithuania,1993-Q1,.,None
Lithuania,1993-Q2,.,None
Lithuania,1993-Q3,.,None
Lithuania,1993-Q4,.,None
Lithuania,1994-Q1,.,None
Lithuania,1994-Q2,.,None
Lithuania,1994-Q3,.,None
Lithuania,1994-Q4,.,None
Lithuania,1995-Q1,-16.6,None
Lithuania,1995-Q2,-4,None
Lithuania,1995-Q3,-1.7,None
Lithuania,1995-Q4,-15.5,None
Lithuania,1996-Q1,-7.5,None
Lithuania,1996-Q2,-5.9,None
Lithuania,1996-Q3,-3.9,None
Lithuania,1996-Q4,-19.1,None
Lithuania,1997-Q1,-10.2,None
Lithuania,1997-Q2,-10.8,None
Lithuania,1997-Q3,-4.5,None
Lithuania,1997-Q4,-17.2,None
Lithuania,1998-Q1,-10,None
Lithuania,1998-Q2,-11.3,None
Lithuania,1998-Q3,-14.1,None
Lithuania,1998-Q4,-16.9,None
Lithuania,1999-Q1,-7.8,None
Lithuania,1999-Q2,-13.9,None
Lithuania,1999-Q3,-8.5,None
Lithuania,1999-Q4,-13.8,None
Lithuania,2000-Q1,-4.5,None
Lithuania,2000-Q2,-4.8,None
Lithuania,2000-Q3,-2.1,None
Lithuania,2000-Q4,-7.2,None
Lithuania,2001-Q1,-3.4,None
Lithuania,2001-Q2,-3,None
Lithuania,2001-Q3,0.9,None
Lithuania,2001-Q4,-9.4,None
Lithuania,2002-Q1,-3,None
Lithuania,2002-Q2,-4.9,None
Lithuania,2002-Q3,-0.4,None
Lithuania,2002-Q4,-7.5,None
Lithuania,2003-Q1,-2.1,None
Lithuania,2003-Q2,-7.5,None
Lithuania,2003-Q3,-3.7,None
Lithuania,2003-Q4,-8.8,None
Lithuania,2004-Q1,-8.1,None
Lithuania,2004-Q2,-10.4,None
Lithuania,2004-Q3,-6.6,None
Lithuania,2004-Q4,-6.3,None
Lithuania,2005-Q1,-4.8,None
Lithuania,2005-Q2,-9.1,None
Lithuania,2005-Q3,-8.2,None
Lithuania,2005-Q4,-7.1,None
Lithuania,2006-Q1,-10.2,None
Lithuania,2006-Q2,-10.5,None
Lithuania,2006-Q3,-12,None
Lithuania,2006-Q4,-9.8,None
Lithuania,2007-Q1,-16.7,None
Lithuania,2007-Q2,-17.7,None
Lithuania,2007-Q3,-13.6,None
Lithuania,2007-Q4,-13.8,None
Lithuania,2008-Q1,-21.9,None
Lithuania,2008-Q2,-16.4,None
Lithuania,2008-Q3,-11.2,None
Lithuania,2008-Q4,-4.6,None
Lithuania,2009-Q1,-2.5,None
Lithuania,2009-Q2,-0.9,None
Lithuania,2009-Q3,1,None
Lithuania,2009-Q4,10.5,None
Lithuania,2010-Q1,-0.8,None
Lithuania,2010-Q2,1.4,None
Lithuania,2010-Q3,0,None
Lithuania,2010-Q4,0.2,None
Lithuania,2011-Q1,-6.8,None
Lithuania,2011-Q2,-3.5,None
Lithuania,2011-Q3,-1.5,None
Lithuania,2011-Q4,-3.5,None
Lithuania,2012-Q1,-9.4,None
Lithuania,2012-Q2,1.8,None
Lithuania,2012-Q3,-1.6,None
Lithuania,2012-Q4,2,None
Lithuania,2013-Q1,-0.4,None
Lithuania,2013-Q2,2.1,None
Lithuania,2013-Q3,1.3,None
Lithuania,2013-Q4,3.6,None
Lithuania,2014-Q1,0,None
Lithuania,2014-Q2,1.2,None
Lithuania,2014-Q3,8.5,None
Lithuania,2014-Q4,3.9,None
Lithuania,2015-Q1,-5.6,None
Lithuania,2015-Q2,-5.5,None
Lithuania,2015-Q3,0.7,None
Lithuania,2015-Q4,-0.3,None
Lithuania,2016-Q1,-2,None
Lithuania,2016-Q2,-2.9,None
Lithuania,2016-Q3,1.1,None
Lithuania,2016-Q4,-0.5,None
Lithuania,2017-Q1,-0.2,None
Lithuania,2017-Q2,-0.8,None
Lithuania,2017-Q3,2.7,None
Lithuania,2017-Q4,2.1,None
Lithuania,2018-Q1,-2.1,None
Lithuania,2018-Q2,-1,None
Lithuania,2018-Q3,2.1,None
Lithuania,2018-Q4,1.9,None
Lithuania,2019-Q1,2.5,None
Lithuania,2019-Q2,0.9,None
Lithuania,2019-Q3,4.8,None
Lithuania,2019-Q4,6.4,None
Lithuania,2020-Q1,7.5,None
Lithuania,2020-Q2,6.3,None
Lithuania,2020-Q3,8.2,None
Lithuania,2020-Q4,6.7,None
Lithuania,2021-Q1,4.8,None
Lithuania,2021-Q2,-0.3,None
Lithuania,2021-Q3,2.5,None
Lithuania,2021-Q4,-0.6,None
Lithuania,2022-Q1,-5.6,None
Lithuania,2022-Q2,-7.1,None
Lithuania,2022-Q3,-4.7,None
Lithuania,2022-Q4,-6.9,None
Lithuania,2023-Q1,0.4,None
Lithuania,2023-Q2,0.6,None
Lithuania,2023-Q3,1.9,None
Lithuania,2023-Q4,1.4,None
Lithuania,2024-Q1,3.9,None
Lithuania,2024-Q2,3.2,None
Lithuania,2024-Q3,2.4,None
Luxembourg,1991-Q1,.,None
Luxembourg,1991-Q2,.,None
Luxembourg,1991-Q3,.,None
Luxembourg,1991-Q4,.,None
Luxembourg,1992-Q1,.,None
Luxembourg,1992-Q2,.,None
Luxembourg,1992-Q3,.,None
Luxembourg,1992-Q4,.,None
Luxembourg,1993-Q1,.,None
Luxembourg,1993-Q2,.,None
Luxembourg,1993-Q3,.,None
Luxembourg,1993-Q4,.,None
Luxembourg,1994-Q1,.,None
Luxembourg,1994-Q2,.,None
Luxembourg,1994-Q3,.,None
Luxembourg,1994-Q4,.,None
Luxembourg,1995-Q1,12.8,None
Luxembourg,1995-Q2,15,None
Luxembourg,1995-Q3,11.6,None
Luxembourg,1995-Q4,7,None
Luxembourg,1996-Q1,13.6,None
Luxembourg,1996-Q2,8.5,None
Luxembourg,1996-Q3,16.9,None
Luxembourg,1996-Q4,4.2,None
Luxembourg,1997-Q1,9.5,None
Luxembourg,1997-Q2,10.4,None
Luxembourg,1997-Q3,12.4,None
Luxembourg,1997-Q4,7.5,None
Luxembourg,1998-Q1,14.5,None
Luxembourg,1998-Q2,13,None
Luxembourg,1998-Q3,8.9,None
Luxembourg,1998-Q4,0.2,None
Luxembourg,1999-Q1,7.9,None
Luxembourg,1999-Q2,6.8,None
Luxembourg,1999-Q3,14.8,None
Luxembourg,1999-Q4,3.3,None
Luxembourg,2000-Q1,18.9,None
Luxembourg,2000-Q2,15.5,None
Luxembourg,2000-Q3,16.8,None
Luxembourg,2000-Q4,0.3,None
Luxembourg,2001-Q1,19,None
Luxembourg,2001-Q2,1.9,None
Luxembourg,2001-Q3,6.2,None
Luxembourg,2001-Q4,6.3,None
Luxembourg,2002-Q1,19.2,None
Luxembourg,2002-Q2,14.4,None
Luxembourg,2002-Q3,-2.8,None
Luxembourg,2002-Q4,-0.3,None
Luxembourg,2003-Q1,4.1,None
Luxembourg,2003-Q2,-0.8,None
Luxembourg,2003-Q3,14.1,None
Luxembourg,2003-Q4,10.9,None
Luxembourg,2004-Q1,13.6,None
Luxembourg,2004-Q2,-3.5,None
Luxembourg,2004-Q3,7.2,None
Luxembourg,2004-Q4,11,None
Luxembourg,2005-Q1,9.1,None
Luxembourg,2005-Q2,0.1,None
Luxembourg,2005-Q3,12.8,None
Luxembourg,2005-Q4,6.1,None
Luxembourg,2006-Q1,7.5,None
Luxembourg,2006-Q2,3.2,None
Luxembourg,2006-Q3,11.4,None
Luxembourg,2006-Q4,4.9,None
Luxembourg,2007-Q1,4.3,None
Luxembourg,2007-Q2,5.9,None
Luxembourg,2007-Q3,9,None
Luxembourg,2007-Q4,7,None
Luxembourg,2008-Q1,11,None
Luxembourg,2008-Q2,4.2,None
Luxembourg,2008-Q3,7.5,None
Luxembourg,2008-Q4,1.9,None
Luxembourg,2009-Q1,9.9,None
Luxembourg,2009-Q2,9.7,None
Luxembourg,2009-Q3,6.6,None
Luxembourg,2009-Q4,-2.3,None
Luxembourg,2010-Q1,8.2,None
Luxembourg,2010-Q2,2.7,None
Luxembourg,2010-Q3,7.7,None
Luxembourg,2010-Q4,4.6,None
Luxembourg,2011-Q1,7.1,None
Luxembourg,2011-Q2,6.3,None
Luxembourg,2011-Q3,5.1,None
Luxembourg,2011-Q4,4.2,None
Luxembourg,2012-Q1,16.3,None
Luxembourg,2012-Q2,-11.3,None
Luxembourg,2012-Q3,18.6,None
Luxembourg,2012-Q4,-2.7,None
Luxembourg,2013-Q1,-10.7,None
Luxembourg,2013-Q2,-2.8,None
Luxembourg,2013-Q3,12.5,None
Luxembourg,2013-Q4,15.4,None
Luxembourg,2014-Q1,-4.4,None
Luxembourg,2014-Q2,8,None
Luxembourg,2014-Q3,11.5,None
Luxembourg,2014-Q4,1.3,None
Luxembourg,2015-Q1,-2.7,None
Luxembourg,2015-Q2,15,None
Luxembourg,2015-Q3,20.3,None
Luxembourg,2015-Q4,-9,None
Luxembourg,2016-Q1,0,None
Luxembourg,2016-Q2,12.8,None
Luxembourg,2016-Q3,6.7,None
Luxembourg,2016-Q4,9.7,None
Luxembourg,2017-Q1,13,None
Luxembourg,2017-Q2,14,None
Luxembourg,2017-Q3,-5.3,None
Luxembourg,2017-Q4,4.3,None
Luxembourg,2018-Q1,10.1,None
Luxembourg,2018-Q2,5.2,None
Luxembourg,2018-Q3,11.7,None
Luxembourg,2018-Q4,6.6,None
Luxembourg,2019-Q1,15.1,None
Luxembourg,2019-Q2,22.7,None
Luxembourg,2019-Q3,10.7,None
Luxembourg,2019-Q4,-12.1,None
Luxembourg,2020-Q1,2.5,None
Luxembourg,2020-Q2,19.5,None
Luxembourg,2020-Q3,8.6,None
Luxembourg,2020-Q4,7.8,None
Luxembourg,2021-Q1,10.2,None
Luxembourg,2021-Q2,23.5,None
Luxembourg,2021-Q3,8,None
Luxembourg,2021-Q4,3.7,None
Luxembourg,2022-Q1,4.3,None
Luxembourg,2022-Q2,8.5,None
Luxembourg,2022-Q3,14.2,None
Luxembourg,2022-Q4,0.2,None
Luxembourg,2023-Q1,3.5,None
Luxembourg,2023-Q2,7.5,None
Luxembourg,2023-Q3,13.1,None
Luxembourg,2023-Q4,0.1,None
Luxembourg,2024-Q1,8.5,None
Luxembourg,2024-Q2,10,None
Luxembourg,2024-Q3,10.8,None
Hungary,1991-Q1,.,None
Hungary,1991-Q2,.,None
Hungary,1991-Q3,.,None
Hungary,1991-Q4,.,None
Hungary,1992-Q1,.,None
Hungary,1992-Q2,.,None
Hungary,1992-Q3,.,None
Hungary,1992-Q4,.,None
Hungary,1993-Q1,.,None
Hungary,1993-Q2,.,None
Hungary,1993-Q3,.,None
Hungary,1993-Q4,.,None
Hungary,1994-Q1,.,None
Hungary,1994-Q2,.,None
Hungary,1994-Q3,.,None
Hungary,1994-Q4,.,None
Hungary,1995-Q1,-11.2,None
Hungary,1995-Q2,-4.6,None
Hungary,1995-Q3,0.7,None
Hungary,1995-Q4,0,None
Hungary,1996-Q1,-6.5,None
Hungary,1996-Q2,-2.4,None
Hungary,1996-Q3,-1.7,None
Hungary,1996-Q4,-5.2,None
Hungary,1997-Q1,-8.9,None
Hungary,1997-Q2,-3.8,None
Hungary,1997-Q3,-1.9,None
Hungary,1997-Q4,-3.6,None
Hungary,1998-Q1,-9.7,None
Hungary,1998-Q2,-7.6,None
Hungary,1998-Q3,-5.8,None
Hungary,1998-Q4,-7.6,None
Hungary,1999-Q1,-10.6,None
Hungary,1999-Q2,-9.1,None
Hungary,1999-Q3,-6.1,None
Hungary,1999-Q4,-7.9,None
Hungary,2000-Q1,-10.3,None
Hungary,2000-Q2,-6.7,None
Hungary,2000-Q3,-7,None
Hungary,2000-Q4,-11.4,None
Hungary,2001-Q1,-9.3,None
Hungary,2001-Q2,-7.4,None
Hungary,2001-Q3,-1.8,None
Hungary,2001-Q4,-6.5,None
Hungary,2002-Q1,-6.6,None
Hungary,2002-Q2,-5.3,None
Hungary,2002-Q3,-4,None
Hungary,2002-Q4,-9.3,None
Hungary,2003-Q1,-8.4,None
Hungary,2003-Q2,-9.3,None
Hungary,2003-Q3,-7.2,None
Hungary,2003-Q4,-8.2,None
Hungary,2004-Q1,-7.9,None
Hungary,2004-Q2,-11.6,None
Hungary,2004-Q3,-9,None
Hungary,2004-Q4,-7.7,None
Hungary,2005-Q1,-7.3,None
Hungary,2005-Q2,-7.5,None
Hungary,2005-Q3,-7.4,None
Hungary,2005-Q4,-6.6,None
Hungary,2006-Q1,-9,None
Hungary,2006-Q2,-7,None
Hungary,2006-Q3,-6.9,None
Hungary,2006-Q4,-6.6,None
Hungary,2007-Q1,-7.3,None
Hungary,2007-Q2,-8,None
Hungary,2007-Q3,-6.3,None
Hungary,2007-Q4,-7.4,None
Hungary,2008-Q1,-7,None
Hungary,2008-Q2,-5.5,None
Hungary,2008-Q3,-7.8,None
Hungary,2008-Q4,-8.7,None
Hungary,2009-Q1,-3,None
Hungary,2009-Q2,-0.9,None
Hungary,2009-Q3,0,None
Hungary,2009-Q4,-1.3,None
Hungary,2010-Q1,-0.3,None
Hungary,2010-Q2,1.1,None
Hungary,2010-Q3,0.9,None
Hungary,2010-Q4,-2.1,None
Hungary,2011-Q1,0.4,None
Hungary,2011-Q2,0.5,None
Hungary,2011-Q3,1.2,None
Hungary,2011-Q4,-0.4,None
Hungary,2012-Q1,0.2,None
Hungary,2012-Q2,2.4,None
Hungary,2012-Q3,3.8,None
Hungary,2012-Q4,-1.8,None
Hungary,2013-Q1,3.7,None
Hungary,2013-Q2,2.3,None
Hungary,2013-Q3,4.8,None
Hungary,2013-Q4,1.4,None
Hungary,2014-Q1,0.2,None
Hungary,2014-Q2,-1.2,None
Hungary,2014-Q3,3.2,None
Hungary,2014-Q4,0.7,None
Hungary,2015-Q1,4.9,None
Hungary,2015-Q2,1.2,None
Hungary,2015-Q3,2.4,None
Hungary,2015-Q4,0.5,None
Hungary,2016-Q1,5.5,None
Hungary,2016-Q2,6,None
Hungary,2016-Q3,5.6,None
Hungary,2016-Q4,0.9,None
Hungary,2017-Q1,2.3,None
Hungary,2017-Q2,3.8,None
Hungary,2017-Q3,2,None
Hungary,2017-Q4,-0.7,None
Hungary,2018-Q1,2.5,None
Hungary,2018-Q2,1.5,None
Hungary,2018-Q3,-0.6,None
Hungary,2018-Q4,-1.8,None
Hungary,2019-Q1,-0.2,None
Hungary,2019-Q2,1,None
Hungary,2019-Q3,-1.2,None
Hungary,2019-Q4,-1.8,None
Hungary,2020-Q1,-0.4,None
Hungary,2020-Q2,-3.7,None
Hungary,2020-Q3,1.7,None
Hungary,2020-Q4,-1.4,None
Hungary,2021-Q1,2.4,None
Hungary,2021-Q2,-2.7,None
Hungary,2021-Q3,-5.3,None
Hungary,2021-Q4,-8.3,None
Hungary,2022-Q1,-4.9,None
Hungary,2022-Q2,-5.6,None
Hungary,2022-Q3,-12.2,None
Hungary,2022-Q4,-10.4,None
Hungary,2023-Q1,2.9,None
Hungary,2023-Q2,2.1,None
Hungary,2023-Q3,0.9,None
Hungary,2023-Q4,-2,None
Hungary,2024-Q1,6.7,None
Hungary,2024-Q2,4,None
Hungary,2024-Q3,1.3,None
Malta,1991-Q1,.,None
Malta,1991-Q2,.,None
Malta,1991-Q3,.,None
Malta,1991-Q4,.,None
Malta,1992-Q1,.,None
Malta,1992-Q2,.,None
Malta,1992-Q3,.,None
Malta,1992-Q4,.,None
Malta,1993-Q1,.,None
Malta,1993-Q2,.,None
Malta,1993-Q3,.,None
Malta,1993-Q4,.,None
Malta,1994-Q1,.,None
Malta,1994-Q2,.,None
Malta,1994-Q3,.,None
Malta,1994-Q4,.,None
Malta,1995-Q1,.,None
Malta,1995-Q2,.,None
Malta,1995-Q3,.,None
Malta,1995-Q4,.,None
Malta,1996-Q1,.,None
Malta,1996-Q2,.,None
Malta,1996-Q3,.,None
Malta,1996-Q4,.,None
Malta,1997-Q1,.,None
Malta,1997-Q2,.,None
Malta,1997-Q3,.,None
Malta,1997-Q4,.,None
Malta,1998-Q1,.,None
Malta,1998-Q2,.,None
Malta,1998-Q3,.,None
Malta,1998-Q4,.,None
Malta,1999-Q1,.,None
Malta,1999-Q2,.,None
Malta,1999-Q3,.,None
Malta,1999-Q4,.,None
Malta,2000-Q1,.,None
Malta,2000-Q2,.,None
Malta,2000-Q3,.,None
Malta,2000-Q4,.,None
Malta,2001-Q1,.,None
Malta,2001-Q2,.,None
Malta,2001-Q3,.,None
Malta,2001-Q4,.,None
Malta,2002-Q1,.,None
Malta,2002-Q2,.,None
Malta,2002-Q3,.,None
Malta,2002-Q4,.,None
Malta,2003-Q1,.,None
Malta,2003-Q2,.,None
Malta,2003-Q3,.,None
Malta,2003-Q4,.,None
Malta,2004-Q1,-2.1,None
Malta,2004-Q2,-8,None
Malta,2004-Q3,5.5,None
Malta,2004-Q4,-13.6,None
Malta,2005-Q1,-11.2,None
Malta,2005-Q2,-8.4,None
Malta,2005-Q3,2.2,None
Malta,2005-Q4,-15.9,None
Malta,2006-Q1,-5.6,None
Malta,2006-Q2,-11.5,None
Malta,2006-Q3,-0.9,None
Malta,2006-Q4,-5.9,None
Malta,2007-Q1,-2.4,None
Malta,2007-Q2,-0.9,None
Malta,2007-Q3,3.6,None
Malta,2007-Q4,-12.7,None
Malta,2008-Q1,0.8,None
